support,itemsets,length
0.021692208072523204,3 STRIPEY MICE FELTCRAFT,1
0.039175480250377724,6 RIBBONS RUSTIC CHARM,1
0.025145693934815454,60 CAKE CASES VINTAGE CHRISTMAS,1
0.03545219080509389,60 TEATIME FAIRY CAKE CASES,1
0.02703431901575653,72 SWEETHEART FAIRY CAKE CASES,1
0.04257500539607166,ALARM CLOCK BAKELIKE GREEN,1
0.025253615368012086,ALARM CLOCK BAKELIKE IVORY,1
0.03307791927476797,ALARM CLOCK BAKELIKE PINK,1
0.047323548456723506,ALARM CLOCK BAKELIKE RED ,1
0.028815022663500972,ANTIQUE SILVER T-LIGHT GLASS,1
0.020181308007770342,AREA PATROLLED METAL SIGN,1
0.07419598532268508,ASSORTED COLOUR BIRD ORNAMENT,1
0.046082451974962226,BAKING SET 9 PIECE RETROSPOT ,1
0.022879343837686163,BAKING SET SPACEBOY DESIGN,1
0.02066695445715519,BATHROOM METAL SIGN,1
0.027897690481329594,BLUE HARMONICA IN BOX ,1
0.02293330455428448,CHARLOTTE BAG APPLES DESIGN,1
0.0262788689833801,CHARLOTTE BAG PINK POLKADOT,1
0.03156701921001511,CHARLOTTE BAG SUKI DESIGN,1
0.02417440103604576,CHILDRENS APRON SPACEBOY DESIGN,1
0.028005611914526225,CHILLI LIGHTS,1
0.0377725016188215,CHOCOLATE HOT WATER BOTTLE,1
0.020181308007770342,CHOCOLATE THIS WAY METAL SIGN,1
0.022717461687891214,CHRISTMAS CRAFT LITTLE FRIENDS,1
0.03448089790632419,CLOTHES PEGS RETROSPOT PACK 24 ,1
0.028545219080509387,COLOUR GLASS T-LIGHT HOLDER HANGING,1
0.032484351392186486,COOK WITH WINE METAL SIGN ,1
0.024390243902439025,CREAM HEART CARD HOLDER,1
0.02401251888625081,CREAM SWEETHEART MINI CHEST,1
0.03323980142456292,DOLLY GIRL LUNCH BOX,1
0.021422404489531623,DOORMAT FANCY FONT HOME SWEET HOME,1
0.025901143967191884,DOORMAT HEARTS,1
0.03496654435570904,DOORMAT KEEP CALM AND COME IN,1
0.028653140513706023,DOORMAT NEW ENGLAND,1
0.03108137276063026,DOORMAT RED RETROSPOT,1
0.021854090222318153,DOORMAT SPOTTY HOME SWEET HOME,1
0.027843729764731276,DOORMAT UNION FLAG,1
0.02039715087416361,EDWARDIAN PARASOL NATURAL,1
0.023796676019857545,ENAMEL FLOWER JUG CREAM,1
0.020451111590761926,FAWN BLUE HOT WATER BOTTLE,1
0.024875890351823873,FELTCRAFT 6 FLOWER FRIENDS,1
0.02352687243686596,FELTCRAFT BUTTERFLY HEARTS,1
0.02250161882149795,FELTCRAFT CUSHION OWL,1
0.021638247355924886,FELTCRAFT PRINCESS CHARLOTTE DOLL,1
0.02039715087416361,FELTCRAFT PRINCESS LOLA DOLL,1
0.03426505503993093,GARDENERS KNEELING PAD CUP OF TEA ,1
0.04079430174832722,GARDENERS KNEELING PAD KEEP CALM ,1
0.03534426937189726,GIN + TONIC DIET METAL SIGN,1
0.0298942369954673,GINGERBREAD MAN COOKIE CUTTER,1
0.03728685516943665,GREEN REGENCY TEACUP AND SAUCER,1
0.027573926181739695,GREY HEART HOT WATER BOTTLE,1
0.03075760846104036,GUMBALL COAT RACK,1
0.03183682279300669,HAND OVER THE CHOCOLATE   SIGN ,1
0.025577379667601985,HAND WARMER BIRD DESIGN,1
0.030865529894236996,HAND WARMER OWL DESIGN,1
0.020019425857975393,HAND WARMER RED LOVE HEART,1
0.025415497517807036,HAND WARMER SCOTTY DOG DESIGN,1
0.023796676019857545,HAND WARMER UNION JACK,1
0.030865529894236996,HANGING HEART JAR T-LIGHT HOLDER,1
0.022231815238506366,HANGING HEART ZINC T-LIGHT HOLDER,1
0.04322253399525146,HEART OF WICKER LARGE,1
0.05185624865098209,HEART OF WICKER SMALL,1
0.03728685516943665,HOME BUILDING BLOCK WORD,1
0.027951651197927908,HOMEMADE JAM SCENTED CANDLES,1
0.020774875890351825,HOT BATHS METAL SIGN,1
0.027250161882149796,HOT WATER BOTTLE I AM SO POORLY,1
0.03879775523418951,HOT WATER BOTTLE KEEP CALM,1
0.027735808331534644,HOT WATER BOTTLE TEA AND SYMPATHY,1
0.021098640189941724,IVORY DINER WALL CLOCK,1
0.03345564429095618,IVORY KITCHEN SCALES,1
0.04683790200733866,JAM MAKING SET PRINTED,1
0.04737750917332182,JAM MAKING SET WITH JARS,1
0.03502050507230736,JUMBO  BAG BAROQUE BLACK WHITE,1
0.031620979926613425,JUMBO BAG 50'S CHRISTMAS ,1
0.040578458881933954,JUMBO BAG ALPHABET,1
0.03874379451759119,JUMBO BAG APPLES,1
0.024498165335635657,JUMBO BAG DOILEY PATTERNS,1
0.022177854521908052,JUMBO BAG OWLS,1
0.02536153680120872,JUMBO BAG PEARS,1
0.04699978415713361,JUMBO BAG PINK POLKADOT,1
0.032484351392186486,JUMBO BAG PINK VINTAGE PAISLEY,1
0.08633714655730629,JUMBO BAG RED RETROSPOT,1
0.024336283185840708,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1
0.025739261817396934,JUMBO BAG SPACEBOY DESIGN,1
0.03529030865529894,JUMBO BAG STRAWBERRY,1
0.020774875890351825,JUMBO BAG VINTAGE CHRISTMAS ,1
0.033509605007554503,JUMBO BAG VINTAGE DOILY ,1
0.04165767321390028,JUMBO BAG VINTAGE LEAF,1
0.02654867256637168,JUMBO BAG WOODLAND ANIMALS,1
0.042628966112669975,JUMBO SHOPPER VINTAGE RED PAISLEY,1
0.025415497517807036,JUMBO STORAGE BAG SKULLS,1
0.041765594647096914,JUMBO STORAGE BAG SUKI,1
0.027573926181739695,LARGE WHITE HEART OF WICKER,1
0.029948197712065618,LOVE BUILDING BLOCK WORD,1
0.024228361752644076,LOVE HOT WATER BOTTLE,1
0.05676667386142888,LUNCH BAG  BLACK SKULL.,1
0.03491258363911073,LUNCH BAG ALPHABET DESIGN,1
0.04672998057414202,LUNCH BAG APPLE DESIGN,1
0.052126052233973666,LUNCH BAG CARS BLUE,1
0.025037772501618823,LUNCH BAG DOILEY PATTERN ,1
0.03226850852579322,LUNCH BAG DOLLY GIRL DESIGN,1
0.050237427153032595,LUNCH BAG PINK POLKADOT,1
0.06950140297863155,LUNCH BAG RED RETROSPOT,1
0.053313187999136626,LUNCH BAG SPACEBOY DESIGN ,1
0.048510684221886466,LUNCH BAG SUKI DESIGN ,1
0.029030865529894236,LUNCH BAG VINTAGE DOILY ,1
0.03221454780919491,LUNCH BAG VINTAGE LEAF DESIGN,1
0.04424778761061947,LUNCH BAG WOODLAND,1
0.02719620116555148,LUNCH BOX I LOVE LONDON,1
0.05218001295057199,NATURAL SLATE HEART CHALKBOARD ,1
0.020720915173753508,NO SINGING METAL SIGN,1
0.020612993740556876,PACK OF 12 LONDON TISSUES ,1
0.028761061946902654,PACK OF 20 NAPKINS PANTRY DESIGN,1
0.028545219080509387,PACK OF 60 DINOSAUR CAKE CASES,1
0.036099719404273686,PACK OF 60 PINK PAISLEY CAKE CASES,1
0.021962011655514785,PACK OF 60 SPACEBOY CAKE CASES,1
0.0555255773796676,PACK OF 72 RETROSPOT CAKE CASES,1
0.026926397582559897,PACK OF 72 SKULL CAKE CASES,1
0.020181308007770342,PANTRY MAGNETIC  SHOPPING LIST,1
0.030595726311245415,PAPER BUNTING RETROSPOT,1
0.0528815022663501,PAPER CHAIN KIT 50'S CHRISTMAS ,1
0.020181308007770342,PAPER CHAIN KIT EMPIRE,1
0.02395855816965249,PAPER CHAIN KIT RETROSPOT,1
0.03761061946902655,PAPER CHAIN KIT VINTAGE CHRISTMAS,1
0.07441182818907835,PARTY BUNTING,1
0.020019425857975393,PARTY METAL SIGN ,1
0.024498165335635657,PHOTO FRAME CORNICE,1
0.024660047485430606,PINK BLUE FELT CRAFT TRINKET BOX,1
0.028868983380099286,PINK CREAM FELT CRAFT TRINKET BOX ,1
0.021422404489531623,PINK FAIRY CAKE CHILDRENS APRON,1
0.03000215842866393,PINK REGENCY TEACUP AND SAUCER,1
0.028113533347722857,PLASTERS IN TIN CIRCUS PARADE ,1
0.02368875458666091,PLASTERS IN TIN SKULLS,1
0.03124325491042521,PLASTERS IN TIN SPACEBOY,1
0.024228361752644076,PLASTERS IN TIN STRONGMAN,1
0.025901143967191884,PLASTERS IN TIN VINTAGE PAISLEY ,1
0.03167494064321174,PLASTERS IN TIN WOODLAND ANIMALS,1
0.0374487373192316,PLEASE ONE PERSON METAL SIGN,1
0.03410317289013598,POPCORN HOLDER,1
0.05930282754154975,POSTAGE,1
0.020019425857975393,POTTERING IN THE SHED METAL SIGN,1
0.04322253399525146,RABBIT NIGHT LIGHT,1
0.044679473343406,RECIPE BOX PANTRY YELLOW DESIGN,1
0.023796676019857545,RECIPE BOX RETROSPOT ,1
0.021962011655514785,RECYCLING BAG RETROSPOT ,1
0.030271962011655516,RED  HARMONICA IN BOX ,1
0.022447658104899633,RED DINER WALL CLOCK,1
0.036639326570256855,RED HANGING HEART T-LIGHT HOLDER,1
0.02417440103604576,RED KITCHEN SCALES,1
0.022717461687891214,RED RETROSPOT CAKE STAND,1
0.039876969566155836,RED RETROSPOT CHARLOTTE BAG,1
0.020774875890351825,RED RETROSPOT PICNIC BAG,1
0.020720915173753508,RED RETROSPOT SHOPPER BAG,1
0.028167494064321175,RED TOADSTOOL LED NIGHT LIGHT,1
0.09189510036693287,REGENCY CAKESTAND 3 TIER,1
0.028761061946902654,RETROSPOT HEART HOT WATER BOTTLE,1
0.04440966976041442,RETROSPOT TEA SET CERAMIC 11 PC ,1
0.04635225555795381,REX CASH+CARRY JUMBO SHOPPER,1
0.04225124109648176,ROSES REGENCY TEACUP AND SAUCER ,1
0.024714008202028924,ROUND SNACK BOXES SET OF 4 FRUITS ,1
0.03210662637599827,ROUND SNACK BOXES SET OF4 WOODLAND ,1
0.035398230088495575,SCOTTIE DOG HOT WATER BOTTLE,1
0.025091733218217137,SET OF 12 FAIRY CAKE BAKING CASES,1
0.022447658104899633,SET OF 20 KIDS COOKIE CUTTERS,1
0.02638679041657673,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1
0.02687243686596158,SET OF 3 BUTTERFLY COOKIE CUTTERS,1
0.06183898122167062,SET OF 3 CAKE TINS PANTRY DESIGN ,1
0.028113533347722857,SET OF 3 HEART COOKIE CUTTERS,1
0.03874379451759119,SET OF 3 REGENCY CAKE TINS,1
0.02099071875674509,SET OF 3 WOODEN HEART DECORATIONS,1
0.04672998057414202,SET OF 4 PANTRY JELLY MOULDS,1
0.035236347938700625,SET OF 6 SPICE TINS PANTRY DESIGN,1
0.02719620116555148,SET OF 60 PANTRY DESIGN CAKE CASES ,1
0.020774875890351825,SET OF TEA COFFEE SUGAR TINS PANTRY,1
0.03949924454996762,SET/20 RED RETROSPOT PAPER NAPKINS ,1
0.04117202676451543,SET/5 RED RETROSPOT LID GLASS BOWLS,1
0.021746168789121518,SMALL POPCORN HOLDER,1
0.03140513706022016,SMALL WHITE HEART OF WICKER,1
0.021260522339736673,SPACEBOY BIRTHDAY CARD,1
0.037988344485214764,SPACEBOY LUNCH BOX ,1
0.05412259874811137,SPOTTY BUNTING,1
0.027358083315346428,STRAWBERRY CERAMIC TRINKET BOX,1
0.02654867256637168,STRAWBERRY CHARLOTTE BAG,1
0.0229872652708828,STRAWBERRY LUNCH BOX WITH CUTLERY,1
0.020559033023958558,SWEETHEART CERAMIC TRINKET BOX,1
0.02746600474854306,TRADITIONAL KNITTING NANCY,1
0.02358083315346428,TRAVEL CARD WALLET KEEP CALM,1
0.021260522339736673,TRAVEL SEWING KIT,1
0.043977984027627884,VICTORIAN GLASS HANGING T-LIGHT,1
0.026170947550183465,VINTAGE HEADS AND TAILS CARD GAME ,1
0.03895963738398446,VINTAGE SNAP CARDS,1
0.021098640189941724,VINTAGE UNION JACK BUNTING,1
0.10635657241528168,WHITE HANGING HEART T-LIGHT HOLDER,1
0.02039715087416361,WHITE SKULL HOT WATER BOTTLE ,1
0.020451111590761926,WHITE WOOD GARDEN PLANT LADDER,1
0.02746600474854306,WOOD 2 DRAWER CABINET WHITE FINISH,1
0.03259227282538312,WOOD BLACK BOARD ANT WHITE FINISH,1
0.020127347291172028,WOOD S/3 CABINET ANT WHITE FINISH,1
0.024228361752644076,WOODEN BOX OF DOMINOES,1
0.04376214116123462,WOODEN FRAME ANTIQUE WHITE ,1
0.024983811785020505,WOODEN HEART CHRISTMAS SCANDINAVIAN,1
0.04726958774012519,WOODEN PICTURE FRAME WHITE FINISH,1
0.021314483056334987,WOODEN SCHOOL COLOURING SET,1
0.02336499028707101,WOODEN STAR CHRISTMAS SCANDINAVIAN,1
0.028653140513706023,WOODLAND CHARLOTTE BAG,1
0.025469458234405353,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1
0.02568530110079862,ZINC METAL HEART DECORATION,1
0.028599179797107705,"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE RED ",2
0.021368443772933305,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE RED ",2
0.022879343837686163,"DOLLY GIRL LUNCH BOX, SPACEBOY LUNCH BOX ",2
0.024983811785020505,"GARDENERS KNEELING PAD CUP OF TEA , GARDENERS KNEELING PAD KEEP CALM ",2
0.024821929635225556,"PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",2
0.020181308007770342,"REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER",2
0.029192747679689185,"ROSES REGENCY TEACUP AND SAUCER , GREEN REGENCY TEACUP AND SAUCER",2
0.021962011655514785,"HEART OF WICKER SMALL, HEART OF WICKER LARGE",2
0.02946255126268077,"JUMBO BAG RED RETROSPOT, JUMBO BAG PINK POLKADOT",2
0.022339736671703,"JUMBO BAG RED RETROSPOT, JUMBO BAG STRAWBERRY",2
0.021368443772933305,"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",2
0.02341895100366933,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",2
0.02293330455428448,"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT",2
0.022717461687891214,"LUNCH BAG CARS BLUE, LUNCH BAG  BLACK SKULL.",2
0.025037772501618823,"LUNCH BAG PINK POLKADOT, LUNCH BAG  BLACK SKULL.",2
0.027897690481329594,"LUNCH BAG RED RETROSPOT, LUNCH BAG  BLACK SKULL.",2
0.022555579538096265,"LUNCH BAG SPACEBOY DESIGN , LUNCH BAG  BLACK SKULL.",2
0.022069933088711417,"LUNCH BAG SUKI DESIGN , LUNCH BAG  BLACK SKULL.",2
0.02099071875674509,"LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN",2
0.023041225987481113,"LUNCH BAG PINK POLKADOT, LUNCH BAG CARS BLUE",2
0.024714008202028924,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",2
0.021098640189941724,"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN ",2
0.021044679473343406,"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN ",2
0.028221454780919492,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT",2
0.025199654651413772,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN ",2
0.02428232246924239,"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN ",2
0.02336499028707101,"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND",2
0.02039715087416361,"LUNCH BAG SUKI DESIGN , LUNCH BAG SPACEBOY DESIGN ",2
0.021854090222318153,"LUNCH BAG SPACEBOY DESIGN , LUNCH BAG WOODLAND",2
0.024336283185840708,"PAPER CHAIN KIT 50'S CHRISTMAS , PAPER CHAIN KIT VINTAGE CHRISTMAS",2
0.02099071875674509,"SPOTTY BUNTING, PARTY BUNTING",2
0.02352687243686596,"ROSES REGENCY TEACUP AND SAUCER , PINK REGENCY TEACUP AND SAUCER",2
0.024552126052233975,"RED HANGING HEART T-LIGHT HOLDER, WHITE HANGING HEART T-LIGHT HOLDER",2
0.0226635009712929,"ROSES REGENCY TEACUP AND SAUCER , REGENCY CAKESTAND 3 TIER",2
0.025253615368012086,"WOODEN PICTURE FRAME WHITE FINISH, WOODEN FRAME ANTIQUE WHITE ",2
0.021044679473343406,"ROSES REGENCY TEACUP AND SAUCER , PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",3
